"participant","keep","condition","distribution","skew","generation","trajectory","converged","correct_mapping","produced_mapping","score","nbound","nbound_change","nlabel1","nlabel1_change","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","catsys","optu","optl","optr","optd","catchange"
"cR703916",1,"culture","right","yes",4,"s1900",FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,-1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,1
"cR419417",1,"culture","right","yes",6,"s1900",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iR849000",1,"individual","right","yes",8,"s9878",TRUE,"1,1,1,0,0,0,0,0,0,1","1,1,1,0,0,0,0,0,0,1",10,2,0,4,0,0,0,0,1,1,1,1,1,1,0,"0001111110",1,7,3,3,0
"iU898134",1,"individual","uniform","no",6,"s6822",FALSE,"0,1,0,1,1,0,1,0,0,0","0,1,1,0,0,1,1,1,1,0",4,4,-2,4,-2,0,1,1,0,0,1,1,1,1,0,"0110011110",1,2,3,1,6
"iL926447",1,"individual","left","yes",3,"s5895",FALSE,"0,0,0,0,1,1,0,0,0,1","0,0,0,0,1,1,1,0,0,1",9,3,0,6,-1,0,0,0,0,1,1,1,0,0,1,"0000111001",1,5,1,5,1
"iR592094",1,"individual","right","yes",6,"s8757",FALSE,"0,0,1,0,1,1,1,1,1,0","0,0,0,0,1,1,1,1,1,0",9,2,-2,5,1,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,2,1
"cU919743",0,"culture","uniform","no",8,"s1200",FALSE,"1,1,1,0,1,0,1,0,1,0","1,1,1,0,1,1,0,1,0,0",6,5,-2,6,0,0,0,0,1,0,0,1,0,1,1,"0001001011",1,5,2,1,4
"cU505951",1,"culture","uniform","no",4,"s1000",TRUE,"0,0,0,0,0,0,0,1,1,0","0,0,0,0,0,0,0,1,1,0",10,2,0,8,0,0,0,0,0,0,0,0,1,1,0,"0000000110",3,5,1,3,0
"cU912321",0,"culture","uniform","no",3,"s1200",FALSE,"1,1,0,0,0,0,0,1,1,0","0,1,1,1,1,1,0,0,0,1",2,3,0,4,0,1,0,0,0,0,0,1,1,1,0,"1000001110",1,5,5,1,8
"cL238016",1,"culture","left","yes",5,"s4000",FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,1
"cU737941",0,"culture","uniform","no",10,"s1200",FALSE,"1,1,1,1,1,0,1,1,0,0","1,1,1,1,1,1,1,1,0,0",9,1,-2,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"iR763032",0,"individual","right","yes",6,"s5139",FALSE,"1,0,1,1,0,1,1,1,1,0","1,0,1,1,1,0,1,1,1,0",8,5,0,7,0,1,0,1,1,1,0,1,1,1,0,"1011101110",2,7,5,5,2
"iL573482",1,"individual","left","yes",4,"s5057",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,0
"cL512546",1,"culture","left","yes",2,"s3900",FALSE,"0,1,1,1,0,0,1,1,0,0","0,1,1,1,1,0,0,0,0,0",7,2,-2,6,1,0,1,1,1,1,0,0,0,0,0,"0111100000",1,1,7,1,3
"iU838884",1,"individual","uniform","no",4,"s5759",FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,0,1,1,1,1",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"cR746032",1,"culture","right","yes",3,"s2400",TRUE,"0,0,1,1,1,1,1,1,0,0","0,0,1,1,1,1,1,1,0,0",10,2,0,4,0,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,0
"iU103436",1,"individual","uniform","no",4,"s4594",FALSE,"0,0,0,0,0,0,1,0,1,1","0,0,0,0,0,0,0,1,1,1",8,1,-2,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,2
"iU460793",1,"individual","uniform","no",4,"s9390",FALSE,"0,0,0,0,0,1,1,1,1,0","0,0,0,0,0,0,1,1,1,0",9,2,0,7,1,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,2,1
"cL974803",0,"culture","left","yes",8,"s4400",FALSE,"1,1,1,1,1,0,0,0,0,1","1,1,1,1,1,0,0,0,0,0",9,1,-1,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,1
"iL768200",1,"individual","left","yes",2,"s5095",FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,0,1,1,1,1",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,1
"iR643497",0,"individual","right","yes",6,"s1123",FALSE,"0,0,0,0,1,0,0,1,1,1","0,0,0,0,1,0,1,1,1,1",9,3,0,5,-1,0,0,0,0,1,0,1,1,1,1,"0000101111",0,4,4,4,1
"cL549222",1,"culture","left","yes",3,"s3400",TRUE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"iL920392",1,"individual","left","yes",5,"s8775",TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,0
"cL418821",1,"culture","left","yes",3,"s3600",FALSE,"1,1,0,0,0,0,0,0,1,1","1,1,1,0,0,0,0,0,1,1",9,2,0,5,1,0,0,0,1,1,1,1,1,0,0,"0001111100",0,6,4,6,1
"cU690733",1,"culture","uniform","no",3,"s200",FALSE,"0,1,0,0,0,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",8,1,-2,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,2
"iU731688",1,"individual","uniform","no",2,"s1067",FALSE,"0,0,1,1,1,1,1,1,0,0","0,1,1,1,1,1,1,1,1,0",8,2,0,2,-2,0,1,1,1,1,1,1,1,1,0,"0111111110",3,5,5,3,2
"iU759166",1,"individual","uniform","no",3,"s4905",TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,0
"cU456800",1,"culture","uniform","no",2,"s1000",FALSE,"0,1,0,1,0,0,1,1,1,0","0,0,1,0,0,0,1,1,1,0",7,4,-2,6,1,0,0,1,0,0,0,1,1,1,0,"0010001110",1,4,3,1,3
"iR229712",1,"individual","right","yes",3,"s3001",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"iR229712",1,"individual","right","yes",1,"s3001",FALSE,"1,0,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",8,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,8
"iL701645",1,"individual","left","yes",3,"s6939",FALSE,"1,0,1,1,1,1,0,0,1,0","1,0,1,1,1,0,1,0,0,0",7,5,0,5,-1,0,1,0,0,0,1,0,1,1,1,"0100010111",0,3,4,3,3
"iR925144",0,"individual","right","yes",1,"s3416",FALSE,"1,1,0,0,1,1,0,1,0,0","1,0,0,1,1,1,1,1,0,0",7,3,-2,6,1,1,0,0,1,1,1,1,1,0,0,"1001111100",1,7,4,4,3
"cU297280",1,"culture","uniform","no",2,"s200",FALSE,"0,1,1,0,1,1,1,0,1,1","0,1,0,0,0,1,1,1,1,1",7,3,-2,4,1,0,1,0,0,0,1,1,1,1,1,"0100011111",1,1,3,1,3
"iR665104",1,"individual","right","yes",1,"s1634",FALSE,"1,1,0,1,1,0,0,0,1,0","1,1,1,1,1,1,1,0,0,0",6,1,-4,7,2,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,6
"iU329183",1,"individual","uniform","no",1,"s6606",FALSE,"1,1,1,0,1,0,1,0,0,0","1,1,1,1,1,0,0,0,0,0",8,1,-4,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,8
"iU443318",1,"individual","uniform","no",1,"s7113",FALSE,"1,0,1,0,1,0,1,0,0,1","0,1,0,1,0,1,0,1,1,1",1,7,-1,4,-1,0,1,0,1,0,1,0,1,1,1,"0101010111",1,2,2,1,9
"cL333278",1,"culture","left","yes",1,"s3900",FALSE,"0,1,1,1,0,0,0,0,1,1","0,1,1,1,0,0,1,1,0,0",6,4,1,5,0,0,1,1,1,0,0,1,1,0,0,"0111001100",0,2,4,2,4
"cL895502",1,"culture","left","yes",2,"s3800",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,0
"iL314595",1,"individual","left","yes",3,"s3567",FALSE,"0,0,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,-2,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"cL925074",1,"culture","left","yes",1,"s4500",FALSE,"0,0,0,0,1,1,1,1,0,1","0,0,0,0,1,1,1,1,1,1",9,1,-2,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,1
"iR592094",1,"individual","right","yes",1,"s8757",FALSE,"0,1,0,1,1,1,0,1,0,0","0,1,1,1,0,0,1,1,0,0",6,4,-2,5,0,0,1,1,1,0,0,1,1,0,0,"0111001100",0,2,4,4,4
"iU155543",1,"individual","uniform","no",3,"s3757",FALSE,"1,0,1,1,0,0,0,0,1,1","1,1,0,0,0,1,0,0,1,1",6,4,0,5,0,0,0,1,1,1,0,1,1,0,0,"0011101100",0,2,2,0,4
"iR184010",1,"individual","right","yes",1,"s9892",FALSE,"0,0,1,0,0,0,1,1,1,1","0,0,0,0,1,1,1,1,1,1",7,1,-2,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,4,3
"iL800824",1,"individual","left","yes",1,"s5141",FALSE,"1,0,0,1,1,0,0,0,1,1","1,1,0,0,0,1,1,0,0,1",4,4,0,5,0,0,0,1,1,1,0,0,1,1,0,"0011100110",0,4,1,4,4
"iL499300",1,"individual","left","yes",1,"s3420",FALSE,"0,1,1,0,0,1,1,0,1,0","0,0,1,1,0,1,0,0,0,0",6,4,-2,7,2,0,0,1,1,0,1,0,0,0,0,"0011010000",2,2,3,2,4
"iL977317",1,"individual","left","yes",5,"s4479",FALSE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,0,0,0",9,1,0,7,-1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iU630641",1,"individual","uniform","no",3,"s8812",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,1
"cR434740",1,"culture","right","yes",2,"s1800",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",9,1,0,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,4,1
"cL157188",1,"culture","left","yes",1,"s4100",FALSE,"1,0,1,0,1,1,0,1,0,0","1,0,1,1,1,0,0,0,0,1",6,4,-3,5,0,0,1,0,0,0,1,1,1,1,0,"0100011110",0,2,2,2,6
"iL550311",1,"individual","left","yes",4,"s6303",TRUE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,0
"cU250949",0,"culture","uniform","no",9,"s1200",FALSE,"1,1,1,0,1,1,0,1,0,0","1,1,1,1,1,0,1,1,0,0",7,3,-2,7,1,0,0,0,0,0,1,0,0,1,1,"0000010011",2,4,2,2,3
"cR905444",1,"culture","right","yes",1,"s2900",FALSE,"1,1,0,1,0,0,0,0,1,1","1,1,1,0,0,0,0,0,0,1",7,2,-2,4,-1,1,1,1,0,0,0,0,0,0,1,"1110000001",1,3,7,7,3
"cL435812",1,"culture","left","yes",1,"s3800",FALSE,"1,1,0,1,1,0,0,1,0,0","1,1,1,1,1,1,0,0,0,0",7,1,-4,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,7
"cU542927",1,"culture","uniform","no",1,"s1500",FALSE,"1,0,1,1,0,1,0,1,0,0","1,1,1,1,1,0,0,0,0,0",6,1,-6,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,6
"iR592094",1,"individual","right","yes",4,"s8757",FALSE,"0,1,0,0,1,1,1,1,1,0","0,1,1,0,1,1,1,1,1,0",9,4,0,3,-1,0,1,1,0,1,1,1,1,1,0,"0110111110",2,1,2,2,1
"iR849000",1,"individual","right","yes",1,"s9878",FALSE,"0,1,1,0,0,1,0,0,1,1","1,1,1,1,1,1,0,0,0,1",6,2,-3,7,2,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,0,6
"iL308010",0,"individual","left","yes",3,"s1832",FALSE,"0,1,1,1,1,1,0,1,0,0","0,1,1,0,1,0,1,0,0,0",6,6,2,6,2,0,1,1,0,1,0,1,0,0,0,"0110101000",1,2,3,2,4
"iL407653",1,"individual","left","yes",4,"s2353",TRUE,"0,1,1,1,1,1,1,1,0,0","0,1,1,1,1,1,1,1,0,0",10,2,0,3,0,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,0
"cU367995",1,"culture","uniform","no",2,"s700",FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",9,1,0,3,-1,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,1
"iU413460",1,"individual","uniform","no",1,"s7581",FALSE,"1,1,1,0,0,0,1,0,1,0","1,1,0,0,0,1,1,1,0,0",6,3,-2,5,0,0,0,1,1,1,0,0,0,1,1,"0011100011",0,3,3,0,6
"iU329183",1,"individual","uniform","no",2,"s6606",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"cU758682",1,"culture","uniform","no",1,"s1300",FALSE,"1,1,0,1,0,0,0,0,1,1","1,1,1,0,0,0,0,0,0,1",7,2,-2,4,-1,0,0,0,1,1,1,1,1,1,0,"0001111110",1,7,3,1,7
"iU324135",1,"individual","uniform","no",7,"s7120",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"iR712416",1,"individual","right","yes",1,"s3276",FALSE,"0,0,1,0,0,1,1,0,1,1","0,0,0,0,0,1,1,1,1,1",8,1,-4,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"iU536555",1,"individual","uniform","no",2,"s8879",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"cR543714",1,"culture","right","yes",2,"s2600",FALSE,"1,1,0,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",8,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"cU774734",1,"culture","uniform","no",1,"s1100",FALSE,"1,0,1,0,0,0,0,1,1,1","1,1,1,1,0,0,0,0,1,1",7,2,-2,6,1,0,0,0,0,1,1,1,1,0,0,"0000111100",1,7,3,1,7
"cR380449",1,"culture","right","yes",1,"s1600",FALSE,"0,1,0,1,1,1,0,1,0,0","1,1,1,1,1,1,0,0,0,0",7,1,-5,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,7
"iL902273",1,"individual","left","yes",2,"s3159",FALSE,"0,0,0,1,1,1,1,1,1,0","0,0,0,0,1,1,1,1,1,1",8,1,-1,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,2
"iR665104",1,"individual","right","yes",2,"s1634",FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,-1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,1
"iU461378",1,"individual","uniform","no",4,"s5380",FALSE,"1,0,0,0,0,0,1,1,1,1","1,0,0,0,0,0,0,1,1,1",9,2,0,4,-1,0,1,1,1,1,1,1,0,0,0,"0111111000",1,3,7,1,1
"cR289063",1,"culture","right","yes",1,"s2600",FALSE,"1,0,0,1,1,1,1,0,0,0","1,1,0,1,1,1,0,0,0,0",8,3,0,5,0,0,0,1,0,0,0,1,1,1,1,"0010001111",0,2,4,4,8
"cR156534",1,"culture","right","yes",6,"s2700",FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,0,0,0,0,0",8,1,0,5,-2,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"cL800677",0,"culture","left","yes",5,"s4400",FALSE,"1,1,0,0,0,0,0,0,1,1","1,1,0,0,1,0,0,0,0,1",8,4,2,4,0,0,0,1,1,0,1,1,1,1,0,"0011011110",1,3,1,3,2
"iU681777",1,"individual","uniform","no",1,"s5672",FALSE,"0,1,0,1,1,0,1,0,1,0","1,0,0,1,1,1,1,0,0,0",6,3,-5,5,0,0,1,1,0,0,0,0,1,1,1,"0110000111",0,1,6,0,6
"iL902273",1,"individual","left","yes",1,"s3159",FALSE,"0,0,1,1,1,1,1,0,0,0","0,0,0,1,1,1,1,1,1,0",7,2,0,4,-1,0,0,0,1,1,1,1,1,1,0,"0001111110",1,7,3,7,3
"iL314595",1,"individual","left","yes",1,"s3567",FALSE,"0,0,1,0,1,0,1,1,1,0","0,0,0,0,1,1,1,1,1,1",7,1,-5,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,3
"iU324135",1,"individual","uniform","no",3,"s7120",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"cL666993",0,"culture","left","yes",1,"s4400",FALSE,"0,1,0,0,1,1,0,1,1,0","1,1,0,0,0,0,0,1,1,1",6,2,-4,5,0,0,0,1,1,1,1,1,0,0,0,"0011111000",0,4,6,4,6
"cU564200",0,"culture","uniform","no",1,"s1200",FALSE,"1,0,0,1,1,0,0,1,1,0","1,1,0,1,0,0,1,1,0,0",6,5,0,5,0,0,0,1,0,1,1,0,0,1,1,"0010110011",0,1,4,0,6
"iL920392",1,"individual","left","yes",1,"s8775",FALSE,"1,0,1,1,0,0,0,1,0,1","1,1,1,1,0,0,0,0,0,1",8,2,-4,5,0,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,8,8
"cU232316",1,"culture","uniform","no",4,"s500",FALSE,"0,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,-1,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"iR643497",0,"individual","right","yes",1,"s1123",FALSE,"0,0,0,0,1,0,1,1,1,1","0,0,0,0,0,0,1,0,1,1",8,3,0,7,2,0,0,0,0,0,0,1,0,1,1,"0000001011",2,4,2,2,2
"iR857968",1,"individual","right","yes",6,"s5659",TRUE,"1,1,0,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",10,1,0,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,6,0
"iR422840",1,"individual","right","yes",1,"s8247",FALSE,"0,0,1,0,1,1,0,0,1,1","0,0,1,1,1,1,1,0,1,1",8,3,-2,3,-2,0,0,1,1,1,1,1,0,1,1,"0011111011",2,4,3,3,2
"iL242076",0,"individual","left","yes",4,"s9394",FALSE,"0,0,1,1,0,0,1,1,0,1","0,0,1,1,0,0,0,1,0,1",9,5,0,6,1,0,0,1,1,0,0,0,1,0,1,"0011000101",1,3,2,3,1
"iU413460",1,"individual","uniform","no",4,"s7581",TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,0
"iL550311",1,"individual","left","yes",2,"s6303",FALSE,"1,1,1,1,0,1,0,0,0,0","1,1,1,0,1,0,0,0,0,0",7,3,0,4,-1,0,0,0,1,0,1,1,1,1,1,"0001011111",1,3,3,3,3
"iR857968",1,"individual","right","yes",3,"s5659",FALSE,"1,0,0,1,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",8,1,-2,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,6,2
"iU338909",0,"individual","uniform","no",1,"s3713",FALSE,"1,1,0,0,1,0,0,0,1,1","1,0,1,0,0,1,1,1,1,1",4,4,0,7,2,1,0,1,0,0,1,1,1,1,1,"1010011111",2,5,4,2,6
"iL314595",1,"individual","left","yes",2,"s3567",FALSE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,1,0,1,1,1",8,3,2,6,2,0,0,0,0,0,1,0,1,1,1,"0000010111",1,3,3,3,2
"iU538938",1,"individual","uniform","no",6,"s5015",TRUE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,1,1,1",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,0
"iU461378",1,"individual","uniform","no",1,"s5380",FALSE,"1,0,0,1,0,0,0,1,1,1","1,0,0,0,1,1,0,1,1,1",7,4,0,6,1,0,1,1,1,0,0,1,0,0,0,"0111001000",1,1,3,1,7
"cR276063",1,"culture","right","yes",3,"s2500",TRUE,"1,1,1,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,0
"iL173364",1,"individual","left","yes",7,"s3971",FALSE,"1,1,1,1,0,0,0,0,1,0","1,1,1,1,1,0,0,0,0,0",8,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"cU806199",1,"culture","uniform","no",3,"s1400",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"iR983876",1,"individual","right","yes",1,"s5056",FALSE,"0,0,1,0,0,1,1,1,0,1","0,0,1,1,1,1,1,0,0,1",7,3,-2,4,-1,0,0,1,1,1,1,1,0,0,1,"0011111001",1,5,2,2,3
"cR369671",1,"culture","right","yes",5,"s2300",FALSE,"0,0,0,1,1,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",8,1,-2,6,2,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,2
"iR712416",1,"individual","right","yes",2,"s3276",FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",8,1,0,3,-2,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,2
"cR405123",1,"culture","right","yes",5,"s2700",FALSE,"1,1,1,1,1,1,1,0,1,0","1,1,1,1,1,1,1,0,0,0",9,1,-2,7,-1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,1
"iU324752",1,"individual","uniform","no",1,"s2328",FALSE,"0,1,1,0,0,0,1,1,0,1","0,0,0,0,1,1,1,1,1,1",5,1,-4,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,5
"cL924835",1,"culture","left","yes",5,"s3900",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iL398259",1,"individual","left","yes",1,"s8748",FALSE,"0,1,0,1,0,0,1,1,0,1","0,0,0,0,0,1,1,1,1,1",6,1,-6,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,4
"iU155543",1,"individual","uniform","no",6,"s3757",TRUE,"1,0,0,0,0,0,0,0,1,1","1,0,0,0,0,0,0,0,1,1",10,2,0,3,0,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,2,0
"iR415143",0,"individual","right","yes",7,"s6813",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,1,0,0,1,1",7,3,2,7,1,0,0,0,0,0,1,0,0,1,1,"0000010011",2,4,2,2,3
"cL812788",0,"culture","left","yes",6,"s3700",FALSE,"0,0,1,1,1,1,1,0,0,0","1,1,1,0,0,0,0,0,0,0",4,1,-1,3,-2,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,1,6
"iR111057",1,"individual","right","yes",2,"s5782",TRUE,"0,0,0,0,0,0,1,1,1,0","0,0,0,0,0,0,1,1,1,0",10,2,0,7,0,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,0,0
"iL286525",1,"individual","left","yes",5,"s3958",FALSE,"0,0,1,1,1,0,1,1,0,1","0,0,0,0,1,0,1,1,1,1",7,3,-2,5,1,0,0,0,0,1,0,1,1,1,1,"0000101111",0,4,4,4,3
"iU338909",0,"individual","uniform","no",8,"s3713",FALSE,"1,0,1,1,1,1,1,1,1,1","1,0,0,1,1,1,1,1,1,1",9,2,0,8,-1,1,0,0,1,1,1,1,1,1,1,"1001111111",3,9,5,3,1
"iR184010",1,"individual","right","yes",3,"s9892",FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",9,1,0,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,4,1
"iL558262",1,"individual","left","yes",2,"s6779",TRUE,"1,1,0,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",10,1,0,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,0,0
"iR925144",0,"individual","right","yes",2,"s3416",FALSE,"1,0,0,1,1,1,1,1,0,0","1,0,1,0,0,1,1,1,0,0",7,5,2,5,-1,1,0,1,0,0,1,1,1,0,0,"1010011100",0,5,5,5,3
"cU892305",1,"culture","uniform","no",7,"s600",TRUE,"0,0,0,0,0,0,1,1,1,0","0,0,0,0,0,0,1,1,1,0",10,2,0,7,0,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,2,0
"iL800824",1,"individual","left","yes",3,"s5141",FALSE,"1,1,1,1,0,0,0,0,0,1","1,1,1,1,1,1,0,0,0,1",8,2,0,7,2,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,6,2
"cR959218",1,"culture","right","yes",2,"s2300",FALSE,"1,1,1,0,1,0,0,0,1,1","1,1,1,1,1,1,0,0,1,1",8,2,-2,8,2,1,1,1,1,1,1,0,0,1,1,"1111110011",3,5,9,9,2
"cU144845",0,"culture","uniform","no",2,"s900",FALSE,"1,0,1,0,0,0,0,0,1,1","1,1,1,1,1,0,0,0,1,1",7,2,-2,7,3,1,1,1,1,1,0,0,0,1,1,"1111100011",2,4,8,2,3
"cL808704",1,"culture","left","yes",3,"s4100",FALSE,"1,1,1,1,1,1,0,0,0,1","1,1,1,1,1,1,1,1,0,0",7,1,-1,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,3
"iL397196",1,"individual","left","yes",6,"s3399",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,1
